Airline,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Journey_Day,Journey_Month,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute
4,0,5,5,4h 40m,1.0,8,19225,6,3,5,45,10,25
4,4,3,48,1h 25m,0.0,5,4995,27,5,7,5,8,30
3,2,1,111,5h 20m,1.0,8,5298,12,6,6,50,12,10
4,2,1,113,32h 30m,2.0,5,9254,21,3,10,20,18,50
4,2,1,104,5h,1.0,5,5177,6,4,14,0,19,0
10,3,0,73,27h 5m,1.0,8,9345,21,5,20,20,23,25
4,3,0,66,7h 55m,1.0,5,10844,6,5,8,25,16,20
1,2,1,122,25h 45m,2.0,8,15428,3,3,5,55,7,40
3,2,1,104,5h,1.0,8,7255,21,5,16,0,21,0
4,2,1,104,27h 35m,1.0,5,12898,21,5,9,0,12,35
3,0,5,26,4h 55m,1.0,8,8707,1,3,13,40,18,35
4,2,1,104,18h 20m,1.0,5,10262,3,6,18,15,12,35
4,3,0,73,14h 30m,1.0,8,13067,6,5,20,25,10,55
4,2,1,104,23h 15m,1.0,5,10262,6,6,19,45,19,0
1,3,0,64,2h 35m,0.0,8,4460,9,4,20,45,23,20
4,3,0,66,9h 30m,1.0,8,14571,24,5,14,5,23,35
1,2,1,97,23h 30m,2.0,8,10178,9,6,19,45,19,15
8,1,4,127,2h 20m,0.0,8,7718,1,3,17,45,20,5
4,2,1,104,10h 20m,1.0,8,16376,21,5,2,15,12,35
4,4,3,48,1h 30m,0.0,8,5678,6,6,19,35,21,5
6,2,1,104,8h 25m,1.0,8,9103,9,5,10,35,19,0
4,2,1,104,15h 25m,1.0,8,14714,6,6,13,0,4,25
8,2,1,121,6h 20m,1.0,8,5583,24,6,15,45,22,5
3,0,2,18,2h 55m,0.0,8,4823,24,4,18,55,21,50
4,0,2,18,3h 5m,0.0,5,4544,15,4,18,55,22,0
0,2,1,103,5h 30m,1.0,8,8759,18,5,7,55,13,25
0,2,1,103,5h 30m,1.0,8,6152,24,6,7,55,13,25
4,0,5,5,22h 45m,1.0,5,11087,18,3,11,40,10,25
1,3,0,88,12h 5m,2.0,8,11432,6,6,8,20,20,25
8,3,0,64,2h 30m,0.0,7,3815,27,3,17,15,19,45
10,3,0,73,16h 5m,1.0,8,8662,1,4,17,0,9,5
4,0,5,5,23h 45m,1.0,8,17261,6,3,11,40,11,25
3,3,0,90,4h 35m,1.0,8,4860,9,4,19,35,0,10
1,2,1,110,26h,2.0,8,13442,3,3,17,15,19,15
10,4,3,45,7h 15m,1.0,8,12395,6,3,15,40,22,55
1,3,0,90,24h,1.0,8,6528,15,5,14,35,14,35
3,2,1,104,16h 5m,1.0,8,6314,1,6,4,55,21,0
3,2,1,104,14h 5m,1.0,8,6270,9,4,11,25,1,30
4,2,1,104,23h 15m,1.0,8,14714,6,6,19,45,19,0
6,2,1,104,10h,1.0,8,9359,15,6,9,15,19,15
1,2,1,106,3h 50m,0.0,8,6724,9,4,14,5,17,55
4,2,1,104,20h 10m,1.0,5,10262,24,6,22,50,19,0
10,0,2,18,2h 40m,0.0,8,4668,21,5,7,0,9,40
3,2,1,112,9h 25m,2.0,8,6610,6,3,11,55,21,20
8,1,4,127,2h 15m,0.0,8,3597,15,5,8,20,10,35
3,3,0,64,2h 45m,0.0,8,4462,9,3,10,10,12,55
1,2,1,121,27h 20m,1.0,8,12677,6,3,6,5,9,25
6,2,1,104,15h 10m,1.0,8,23170,1,3,0,20,15,30
3,3,0,64,2h 35m,0.0,8,4804,6,6,4,40,7,15
6,2,1,104,12h 40m,1.0,8,6795,27,5,12,50,1,30
1,3,0,60,25h 15m,1.0,8,7662,18,5,12,0,13,15
1,2,1,126,18h 20m,2.0,8,12751,6,6,13,20,7,40
4,4,3,45,20h 5m,1.0,8,19595,6,3,20,45,16,50
10,0,5,18,2h 40m,0.0,8,7975,9,3,7,0,9,40
4,3,0,66,5h 45m,1.0,8,14781,18,5,14,5,19,50
4,3,0,66,12h 20m,1.0,8,14781,9,5,8,25,20,45
4,3,0,66,26h 25m,1.0,5,10031,24,3,13,55,16,20
4,3,0,66,5h 45m,1.0,5,10844,9,6,14,5,19,50
4,0,2,18,3h,0.0,5,3502,9,5,19,50,22,50
4,2,1,113,18h 50m,2.0,8,13292,1,6,9,35,4,25
4,3,0,73,27h 10m,1.0,8,14151,6,6,20,25,23,35
8,4,3,48,1h 20m,0.0,8,12475,1,3,5,45,7,5
4,2,1,104,15h 40m,1.0,8,14714,3,6,20,55,12,35
6,2,1,104,6h 30m,1.0,8,8283,24,5,19,0,1,30
4,0,5,5,12h 55m,1.0,5,11087,12,3,20,35,9,30
4,3,0,66,5h 45m,1.0,5,10844,21,5,14,5,19,50
3,2,1,104,6h 55m,1.0,8,5883,24,6,18,35,1,30
1,0,5,12,10h 30m,2.0,8,7664,15,3,5,50,16,20
4,2,1,104,20h 25m,1.0,5,12898,27,5,8,0,4,25
4,2,1,104,20h 10m,1.0,5,10262,12,6,22,50,19,0
4,3,0,73,9h 35m,1.0,8,13067,15,5,9,35,19,10
3,3,0,64,2h 35m,0.0,8,4462,18,3,15,10,17,45
4,4,3,48,1h 25m,0.0,8,5678,27,6,2,55,4,20
4,3,0,66,5h 30m,1.0,8,14388,21,5,6,30,12,0
4,2,1,104,16h 50m,1.0,8,14714,3,6,19,45,12,35
3,3,0,64,2h 45m,0.0,8,4804,27,5,9,35,12,20
1,2,1,97,26h 40m,2.0,8,11281,9,5,5,0,7,40
4,3,0,66,11h,1.0,5,11134,24,3,21,10,8,10
1,4,3,39,13h 30m,2.0,8,11647,12,3,19,40,9,10
4,3,0,73,28h 5m,1.0,5,10539,9,6,17,0,21,5
6,2,1,104,11h,1.0,8,12192,1,6,8,0,19,0
1,0,2,18,2h 50m,0.0,8,6121,24,4,13,20,16,10
4,3,0,66,9h,1.0,8,13759,24,3,19,45,4,45
6,2,1,104,15h 15m,1.0,8,6427,27,3,10,20,1,35
3,0,2,18,2h 50m,0.0,8,3943,9,4,22,10,1,0
3,0,2,18,2h 50m,0.0,8,4284,12,5,22,10,1,0
3,2,1,103,5h,1.0,8,8147,9,3,5,5,10,5
4,0,2,18,3h,0.0,5,3502,12,5,19,50,22,50
3,4,3,48,1h 30m,0.0,8,3342,15,3,2,30,4,0
3,0,5,18,2h 45m,0.0,8,5734,21,3,6,0,8,45
8,3,0,82,5h 30m,1.0,8,8224,6,6,15,55,21,25
8,2,1,121,5h 10m,1.0,8,9748,6,3,6,10,11,20
2,3,0,59,7h 35m,1.0,8,7102,6,5,16,40,0,15
6,2,1,104,12h 30m,1.0,8,13727,15,5,13,0,1,30
4,0,5,5,21h 50m,1.0,5,11087,18,3,11,40,9,30
4,0,2,18,2h 45m,0.0,5,7229,1,6,6,0,8,45
4,2,1,104,24h 45m,1.0,5,10262,15,6,18,15,19,0
3,0,2,18,2h 50m,0.0,8,4823,15,4,20,0,22,50
3,3,0,64,2h 35m,0.0,8,4804,24,5,4,40,7,15
3,2,1,123,5h 5m,1.0,8,10112,6,6,23,30,4,35
4,0,2,18,2h 45m,0.0,8,7229,27,5,6,0,8,45
4,3,0,73,29h 5m,1.0,8,13067,24,5,17,0,22,5
4,2,1,104,14h 25m,1.0,8,14714,3,6,14,0,4,25
1,2,1,103,13h 15m,1.0,8,8907,3,6,9,45,23,0
4,0,2,18,2h 55m,0.0,8,7229,9,4,11,10,14,5
6,2,1,115,7h 45m,2.0,8,24528,3,3,17,50,1,35
3,2,1,104,16h 5m,1.0,8,6838,3,6,4,55,21,0
6,2,1,104,13h 55m,1.0,5,10406,12,6,7,5,21,0
10,4,3,45,11h 30m,1.0,8,12395,6,3,21,55,9,25
1,3,0,73,23h 55m,1.0,8,10203,6,5,20,30,20,25
3,4,3,48,1h 30m,0.0,8,4049,12,5,6,25,7,55
4,3,0,73,21h 35m,1.0,8,13401,9,6,20,25,18,0
1,2,1,116,19h 40m,2.0,8,9968,9,5,12,0,7,40
4,4,3,48,1h 30m,0.0,8,8040,6,5,10,20,11,50
6,2,1,104,10h 20m,1.0,8,6427,27,3,15,15,1,35
3,1,4,127,2h 20m,0.0,8,5277,6,5,22,5,0,25
4,4,3,48,1h 25m,0.0,5,2228,1,4,2,55,4,20
10,0,2,18,2h 50m,0.0,8,5613,24,5,21,0,23,50
3,3,0,90,4h 40m,1.0,8,6669,12,5,17,35,22,15
10,1,4,127,2h 20m,0.0,8,11982,15,5,17,45,20,5
4,3,0,70,24h 55m,2.0,5,10118,21,5,6,30,7,25
3,3,0,64,2h 40m,0.0,8,4148,15,3,21,25,0,5
4,2,1,104,10h 20m,1.0,8,18371,9,6,2,15,12,35
6,2,1,104,9h 30m,1.0,8,13587,12,6,11,30,21,0
1,2,1,110,26h,2.0,8,12760,6,6,17,15,19,15
4,2,1,116,18h 45m,2.0,5,10368,6,6,9,40,4,25
3,4,3,48,1h 30m,0.0,8,3175,1,6,2,35,4,5
8,1,4,127,2h 15m,0.0,8,3597,9,5,9,45,12,0
6,2,1,104,14h,1.0,5,6733,27,5,11,30,1,30
6,2,1,104,8h 45m,1.0,8,12192,1,6,3,50,12,35
10,0,2,18,2h 50m,0.0,8,4668,12,5,11,30,14,20
4,2,1,104,19h 5m,1.0,5,10262,27,6,17,30,12,35
4,2,1,116,18h 45m,2.0,8,15129,18,5,9,40,4,25
6,2,1,111,15h 20m,1.0,8,7878,3,6,7,10,22,30
4,4,3,48,1h 30m,0.0,8,8040,18,3,10,20,11,50
4,2,1,104,10h 20m,1.0,5,12373,9,5,2,15,12,35
3,1,4,127,2h 20m,0.0,8,5277,18,5,22,5,0,25
6,2,1,104,8h,1.0,8,7888,21,5,13,0,21,0
6,2,1,104,10h 30m,1.0,8,9001,3,6,8,45,19,15
3,4,3,48,1h 25m,0.0,8,4049,21,3,6,20,7,45
3,1,4,127,2h 20m,0.0,8,4326,24,3,5,15,7,35
3,0,5,18,2h 50m,0.0,8,4777,9,3,23,30,2,20
3,2,1,104,9h 30m,1.0,8,6838,21,3,11,30,21,0
3,2,1,121,5h 15m,1.0,8,6582,6,6,7,15,12,30
4,2,1,104,14h 45m,1.0,5,10262,1,6,21,50,12,35
0,0,5,18,2h 45m,0.0,9,10873,1,3,23,25,2,10
4,2,1,104,10h 20m,1.0,5,10262,27,6,2,15,12,35
3,3,0,64,2h 50m,0.0,8,4148,27,3,5,30,8,20
3,2,1,112,9h 25m,2.0,8,6494,27,3,11,55,21,20
4,2,1,104,26h 35m,1.0,5,12898,21,5,10,0,12,35
1,2,1,97,38h 15m,2.0,8,9968,9,6,5,0,19,15
4,2,1,104,13h 25m,1.0,5,12898,21,5,15,0,4,25
6,2,1,111,7h 35m,1.0,8,7740,24,5,14,55,22,30
1,3,0,77,11h 15m,1.0,8,7452,9,5,9,50,21,5
4,4,3,48,1h 25m,0.0,5,4160,21,3,7,10,8,35
3,0,2,18,2h 50m,0.0,8,4823,27,5,8,30,11,20
1,2,1,108,8h 20m,2.0,8,13486,18,5,10,55,19,15
4,0,2,18,3h 5m,0.0,5,4544,27,4,18,55,22,0
1,2,1,112,23h 40m,2.0,8,10975,21,5,9,45,9,25
3,1,4,127,2h 20m,0.0,8,3858,3,5,14,45,17,5
4,2,1,116,22h 55m,2.0,8,15129,6,5,5,30,4,25
1,2,1,112,23h 40m,2.0,8,10975,15,6,9,45,9,25
0,2,1,103,5h 40m,1.0,8,6752,9,5,16,45,22,25
0,3,0,64,2h 30m,0.0,8,3807,18,6,9,45,12,15
1,2,1,121,20h 55m,1.0,8,13832,6,3,12,30,9,25
4,0,2,18,3h 5m,0.0,5,4544,6,4,18,55,22,0
4,3,0,66,13h 20m,1.0,8,14571,6,6,18,55,8,15
10,1,4,127,2h 20m,0.0,8,11982,24,6,17,45,20,5
4,4,3,48,1h 25m,0.0,8,8040,1,5,7,5,8,30
10,0,5,18,2h 35m,0.0,8,11913,18,3,16,0,18,35
0,3,0,60,3h 40m,1.0,8,5162,24,5,6,50,10,30
4,2,1,116,26h 55m,2.0,8,13014,15,6,9,40,12,35
4,3,0,66,7h 30m,1.0,5,8586,18,5,21,10,4,40
6,2,1,104,11h,1.0,8,10197,21,5,8,0,19,0
10,3,0,73,27h 20m,1.0,8,8610,1,5,17,0,20,20
0,0,2,18,2h 50m,0.0,8,7120,1,6,23,55,2,45
1,2,1,124,38h,3.0,8,10703,9,5,5,15,19,15
4,2,1,104,19h 25m,1.0,5,10262,1,6,9,0,4,25
4,2,1,113,13h 30m,2.0,5,11507,27,6,5,30,19,0
3,0,2,18,3h,0.0,8,3943,6,6,21,15,0,15
4,2,1,113,27h,2.0,8,13292,15,6,9,35,12,35
3,0,5,26,4h 55m,1.0,8,7166,21,3,13,40,18,35
4,2,1,104,6h,1.0,5,10262,15,6,13,0,19,0
0,2,1,103,10h 25m,1.0,8,6152,12,6,20,45,7,10
4,3,0,73,12h 30m,1.0,5,10703,15,5,9,35,22,5
4,0,2,18,3h,0.0,5,4030,21,5,7,10,10,10
6,2,1,104,8h 5m,1.0,8,17057,6,3,17,30,1,35
3,1,4,127,2h 20m,0.0,8,3850,18,6,7,55,10,15
4,3,0,66,13h 20m,1.0,8,14388,6,5,20,0,9,20
3,2,1,121,5h 25m,1.0,8,4744,3,4,2,0,7,25
4,2,1,104,19h 5m,1.0,5,10262,1,6,17,30,12,35
0,2,1,103,14h 30m,1.0,8,6152,27,5,7,55,22,25
4,0,5,5,24h 5m,1.0,8,15025,6,3,8,55,9,0
3,4,3,48,1h 30m,0.0,8,6795,3,3,16,55,18,25
1,3,0,73,26h 55m,1.0,8,10623,24,5,17,30,20,25
3,1,4,127,2h 20m,0.0,8,3850,24,5,7,55,10,15
4,3,0,66,8h 30m,1.0,5,10844,1,5,14,5,22,35
1,2,1,97,23h 30m,2.0,8,10441,27,5,19,45,19,15
6,2,1,104,8h,1.0,8,13377,27,6,17,30,1,30
1,2,1,117,30h 20m,2.0,8,13696,18,5,12,55,19,15
3,0,2,18,2h 50m,0.0,8,3943,3,6,0,25,3,15
1,0,5,25,29h 55m,2.0,8,8114,24,3,17,0,22,55
8,2,1,121,5h 15m,1.0,8,5583,24,6,6,5,11,20
4,0,5,5,15h 20m,1.0,8,13817,12,3,16,55,8,15
6,2,1,104,6h 25m,1.0,8,6953,27,3,12,50,19,15
6,2,1,104,10h 40m,1.0,8,6637,27,3,10,20,21,0
3,3,0,64,2h 45m,0.0,8,4174,3,4,9,35,12,20
1,2,1,112,23h 40m,2.0,8,8140,21,3,9,45,9,25
4,0,5,5,16h,1.0,8,13817,12,3,7,0,23,0
4,2,1,104,10h,1.0,5,10262,6,6,9,0,19,0
3,2,1,103,4h 50m,1.0,8,6496,18,5,15,10,20,0
3,2,1,123,5h 5m,1.0,8,10112,15,6,23,30,4,35
1,2,1,112,20h 10m,2.0,8,10467,27,5,13,15,9,25
3,2,1,104,14h 55m,1.0,8,6206,1,6,10,35,1,30
1,3,0,61,30h 30m,2.0,8,10151,24,5,12,0,18,30
3,3,0,64,2h 30m,0.0,8,4804,12,6,15,15,17,45
2,0,5,18,2h 55m,0.0,8,5048,24,3,7,45,10,40
4,4,3,48,1h 25m,0.0,5,4050,6,6,2,55,4,20
8,0,2,18,2h 50m,0.0,7,3919,1,6,9,30,12,20
4,3,0,66,11h 5m,1.0,5,11841,9,6,21,10,8,15
3,2,1,104,5h 5m,1.0,8,5065,24,4,20,25,1,30
1,3,0,61,30h 30m,2.0,8,9626,9,5,12,0,18,30
3,0,2,18,2h 50m,0.0,8,3419,27,6,22,10,1,0
1,3,0,79,13h 25m,3.0,8,14960,9,6,9,50,23,15
3,0,2,18,3h,0.0,8,3943,9,6,21,15,0,15
6,2,1,104,10h 15m,1.0,8,14323,9,5,9,0,19,15
1,3,0,67,20h 55m,2.0,8,11752,9,6,16,50,13,45
6,2,1,104,10h 45m,1.0,8,7677,6,6,8,30,19,15
6,2,1,104,8h,1.0,8,14067,24,5,13,0,21,0
4,3,0,66,12h 10m,1.0,8,14781,1,5,21,10,9,20
4,3,0,73,21h 25m,1.0,8,11467,15,5,17,0,14,25
4,2,1,99,8h 25m,2.0,8,16263,21,5,20,0,4,25
4,2,1,104,9h 10m,1.0,5,12373,18,5,19,15,4,25
6,2,1,104,8h 10m,1.0,8,7005,15,6,12,50,21,0
3,2,1,103,4h 55m,1.0,8,7580,18,5,5,10,10,5
4,0,2,18,3h,0.0,8,7229,18,5,17,45,20,45
3,2,1,104,14h 20m,1.0,8,6093,9,4,6,40,21,0
8,3,0,64,2h 35m,0.0,8,3873,15,6,6,55,9,30
4,2,1,104,6h 35m,1.0,5,10262,24,6,21,50,4,25
4,3,0,66,9h 30m,1.0,8,13364,1,4,14,5,23,35
4,2,1,104,10h 20m,1.0,5,12373,15,5,2,15,12,35
8,4,3,48,1h 30m,0.0,7,1965,12,5,22,45,0,15
6,2,1,104,8h 10m,1.0,8,7005,6,6,12,50,21,0
1,0,5,18,2h 45m,0.0,8,4441,18,3,10,0,12,45
6,2,1,104,14h 5m,1.0,8,11098,21,3,4,45,18,50
3,2,1,104,16h 15m,1.0,8,7318,21,5,9,15,1,30
4,2,1,104,21h 20m,1.0,8,12767,21,3,7,5,4,25
8,3,0,82,5h 20m,1.0,8,10654,24,3,15,55,21,15
8,2,1,121,6h 20m,1.0,8,6297,9,6,15,45,22,5
6,2,1,111,6h 25m,1.0,8,11265,3,3,9,45,16,10
1,4,3,36,2h 30m,2.0,8,11972,6,3,17,20,14,50
6,2,1,104,13h 55m,1.0,8,13587,9,6,7,5,21,0
3,3,0,64,2h 35m,0.0,8,4804,3,6,17,15,19,50
1,3,0,69,8h 55m,2.0,8,8366,1,5,9,25,18,20
1,3,0,66,22h 30m,1.0,8,8366,18,5,9,25,7,55
1,3,0,87,13h 30m,2.0,8,10697,18,5,8,20,21,50
4,2,1,116,13h 30m,2.0,8,15129,21,5,5,30,19,0
3,1,4,127,2h 20m,0.0,8,3858,18,5,14,45,17,5
4,0,2,18,3h 5m,0.0,8,7229,6,4,18,55,22,0
3,2,1,104,5h,1.0,8,6937,27,4,16,0,21,0
4,2,1,104,5h,1.0,8,14714,24,6,14,0,19,0
4,0,5,5,10h 25m,1.0,5,9134,15,3,5,45,16,10
4,2,1,104,11h 55m,1.0,5,10577,3,6,7,5,19,0
4,3,0,66,14h 5m,1.0,8,14388,6,5,20,0,10,5
1,2,1,103,18h 45m,1.0,8,8991,12,6,13,30,8,15
1,2,1,117,30h 20m,2.0,8,12436,27,5,12,55,19,15
1,0,5,4,26h 40m,2.0,8,12515,12,3,6,45,9,25
8,2,1,121,6h 20m,1.0,8,5583,15,6,15,45,22,5
1,2,1,104,8h 40m,1.0,8,10840,9,3,23,0,7,40
4,2,1,99,24h 20m,2.0,8,14300,27,6,12,15,12,35
8,0,2,18,2h 55m,0.0,7,5515,18,4,21,10,0,5
4,3,0,66,6h 40m,1.0,5,10844,15,5,14,5,20,45
4,3,0,66,16h 20m,1.0,5,11134,24,3,16,55,9,15
1,0,2,18,2h 45m,0.0,8,6121,24,4,10,0,12,45
1,3,0,61,19h 55m,2.0,8,10676,21,5,12,0,7,55
4,3,0,66,6h 5m,1.0,8,14781,1,5,16,30,22,35
4,0,2,18,3h,0.0,5,4544,6,4,19,50,22,50
2,0,2,18,2h 55m,0.0,8,4632,6,4,7,45,10,40
4,2,1,97,33h 15m,2.0,8,10929,21,3,19,10,4,25
0,3,0,64,2h 35m,0.0,8,4409,21,4,10,20,12,55
8,3,0,64,2h 35m,0.0,8,3873,1,5,6,55,9,30
4,0,2,18,3h,0.0,5,4030,27,5,7,10,10,10
0,3,0,64,2h 30m,0.0,8,3807,9,5,22,50,1,20
1,3,0,74,15h 20m,2.0,8,12140,12,5,10,0,1,20
8,3,0,64,2h 30m,0.0,8,4096,6,3,9,0,11,30
4,2,1,99,18h 15m,2.0,8,14300,15,6,18,20,12,35
6,2,1,104,9h 20m,1.0,5,6007,27,6,11,40,21,0
3,3,0,64,2h 30m,0.0,8,4174,1,4,14,25,16,55
8,1,4,127,2h 20m,0.0,8,3597,21,6,17,45,20,5
1,2,1,116,7h 15m,2.0,8,9548,24,6,12,0,19,15
1,0,5,5,6h 25m,1.0,8,8714,15,3,8,50,15,15
10,3,0,73,27h 20m,1.0,8,8085,12,6,17,0,20,20
4,2,1,116,8h 55m,2.0,5,10368,3,6,19,30,4,25
1,2,1,112,26h 20m,2.0,8,10975,27,6,7,5,9,25
6,2,1,104,13h 30m,1.0,8,7670,9,5,7,30,21,0
6,2,1,104,7h 30m,1.0,8,8073,15,5,18,0,1,30
4,0,5,5,11h 50m,1.0,8,13817,12,3,22,55,10,45
3,3,0,80,4h 25m,1.0,8,3574,9,4,19,20,23,45
4,2,1,104,6h 35m,1.0,8,15554,9,5,21,50,4,25
1,2,1,104,22h 15m,1.0,8,6692,27,3,21,0,19,15
8,4,3,48,1h 30m,0.0,7,1965,15,6,22,45,0,15
3,4,3,48,1h 35m,0.0,8,2227,24,6,20,5,21,40
3,1,4,127,2h 20m,0.0,8,3597,9,6,14,45,17,5
4,2,1,104,14h 25m,1.0,8,14714,6,6,14,0,4,25
8,3,0,64,2h 30m,0.0,8,4622,9,3,17,15,19,45
4,2,1,116,22h 55m,2.0,8,15129,1,5,5,30,4,25
3,1,4,127,2h 20m,0.0,8,5277,15,6,22,5,0,25
6,2,1,104,9h 50m,1.0,8,11667,27,3,9,0,18,50
4,3,0,73,26h 10m,1.0,5,10539,9,6,17,0,19,10
4,3,0,73,18h,1.0,8,11467,9,5,20,25,14,25
1,2,1,121,16h 5m,1.0,8,7480,12,6,17,20,9,25
2,0,2,18,2h 45m,0.0,8,3419,24,4,20,55,23,40
3,2,1,104,14h 55m,1.0,8,5684,27,6,10,35,1,30
3,3,0,91,5h 25m,1.0,8,6218,12,6,18,5,23,30
4,3,0,66,8h 40m,1.0,5,6959,12,6,20,0,4,40
10,0,2,18,2h 45m,0.0,8,4878,12,6,19,30,22,15
1,3,0,72,22h 25m,2.0,8,12219,1,4,7,0,5,25
4,3,0,73,13h 20m,1.0,5,12384,21,5,20,25,9,45
4,2,1,106,3h 15m,0.0,5,7202,15,6,11,0,14,15
8,3,0,64,2h 30m,0.0,8,4174,1,6,17,10,19,40
1,4,3,48,1h 25m,0.0,8,3100,12,5,15,0,16,25
4,0,5,5,6h 20m,1.0,5,7832,21,3,8,55,15,15
6,2,1,111,7h 35m,1.0,8,6723,9,6,14,55,22,30
1,3,0,87,23h 35m,2.0,8,10697,6,6,8,20,7,55
8,3,0,64,2h 20m,0.0,7,3841,1,6,22,20,0,40
1,3,0,78,19h 15m,2.0,8,9920,1,4,16,45,12,0
3,0,5,18,2h 55m,0.0,8,12649,1,3,18,25,21,20
3,2,1,104,9h 35m,1.0,8,6093,6,6,11,25,21,0
4,0,2,18,3h,0.0,5,4544,27,4,17,45,20,45
1,3,0,64,2h 30m,0.0,8,5170,27,3,14,15,16,45
3,4,3,48,1h 30m,0.0,8,2754,9,6,2,35,4,5
1,4,3,48,1h 30m,0.0,8,3100,12,6,13,55,15,25
1,3,0,78,30h 30m,2.0,8,9237,1,4,16,45,23,15
6,2,1,104,12h 30m,1.0,8,7198,15,6,13,0,1,30
4,2,1,104,25h 5m,1.0,5,10262,1,6,11,30,12,35
8,2,1,121,6h,1.0,8,5111,27,3,15,55,21,55
6,2,1,104,10h 30m,1.0,8,10261,1,6,8,45,19,15
3,1,4,127,2h 20m,0.0,8,6297,9,3,19,35,21,55
6,2,1,104,15h 10m,1.0,8,12192,15,6,3,50,19,0
3,0,2,18,2h 50m,0.0,8,3943,15,6,10,10,13,0
4,2,1,102,7h 5m,2.0,8,16274,27,5,5,30,12,35
4,2,1,104,5h 30m,1.0,5,12898,21,5,7,5,12,35
8,0,2,18,2h 40m,0.0,8,3311,15,5,5,55,8,35
6,2,1,104,7h 40m,1.0,8,9103,21,5,4,55,12,35
3,3,0,64,2h 45m,0.0,8,4148,15,3,22,10,0,55
3,3,0,64,2h 35m,0.0,8,5224,9,6,15,30,18,5
3,3,0,64,2h 35m,0.0,8,4804,9,5,4,40,7,15
3,1,4,127,2h 20m,0.0,8,3597,6,6,19,35,21,55
3,3,0,64,2h 35m,0.0,8,4804,27,6,11,30,14,5
4,4,3,48,1h 30m,0.0,5,4995,6,5,10,20,11,50
8,3,0,64,2h 25m,0.0,8,3873,9,4,9,0,11,25
4,2,1,104,13h 25m,1.0,5,10262,1,6,15,0,4,25
4,4,3,48,1h 30m,0.0,5,3210,18,6,19,35,21,5
2,2,1,111,6h 5m,1.0,8,6276,9,6,7,30,13,35
4,0,5,5,10h 50m,1.0,5,9134,9,3,21,25,8,15
4,0,5,5,18h 20m,1.0,5,11087,12,3,18,55,13,15
4,3,0,66,14h 35m,1.0,8,13941,1,5,14,5,4,40
1,2,1,106,2h 50m,0.0,8,5201,3,6,5,10,8,0
3,2,1,111,11h 5m,1.0,8,6171,24,4,5,5,16,10
0,3,0,64,2h 30m,0.0,8,5964,1,3,19,35,22,5
4,2,1,116,26h 55m,2.0,5,13029,18,5,9,40,12,35
4,0,2,18,3h,0.0,5,4030,27,5,8,20,11,20
2,3,0,59,7h 35m,1.0,8,10586,18,5,16,40,0,15
1,4,3,50,31h 50m,2.0,8,17926,6,3,11,35,19,25
4,2,1,106,3h 15m,0.0,8,9564,6,6,11,0,14,15
4,3,0,77,7h 15m,1.0,8,8355,15,5,10,20,17,35
6,2,1,104,15h 10m,1.0,8,6795,6,6,10,20,1,30
1,2,1,103,18h 45m,1.0,8,10671,15,5,13,30,8,15
1,2,1,126,18h 20m,2.0,8,10178,27,3,13,20,7,40
10,3,0,73,25h 55m,1.0,8,7927,12,6,7,10,9,5
1,4,3,48,1h 30m,0.0,8,3100,18,5,13,55,15,25
1,2,1,97,23h 30m,2.0,8,12646,6,3,19,45,19,15
3,2,1,103,5h,1.0,8,7894,6,3,5,5,10,5
3,0,2,18,2h 45m,0.0,8,3943,24,6,1,30,4,15
6,2,1,104,7h 50m,1.0,8,7575,9,5,11,25,19,15
10,2,1,106,3h 10m,0.0,8,6216,24,6,14,40,17,50
3,2,1,103,5h 10m,1.0,8,6147,21,5,17,5,22,15
3,2,1,104,8h,1.0,8,6979,15,5,17,30,1,30
1,2,1,106,3h 5m,0.0,8,6094,27,5,18,5,21,10
4,2,1,104,7h 35m,1.0,8,12242,27,3,20,50,4,25
1,3,0,61,9h 50m,2.0,8,9416,12,6,12,0,21,50
1,2,1,112,20h 10m,2.0,8,7107,21,3,13,15,9,25
4,2,1,113,21h 35m,2.0,8,13292,9,6,21,25,19,0
3,1,4,127,2h 20m,0.0,8,7295,3,3,7,55,10,15
3,0,2,18,2h 55m,0.0,8,4423,18,4,0,30,3,25
3,0,5,18,2h 50m,0.0,8,5694,24,3,23,30,2,20
4,0,5,5,4h 40m,1.0,5,8147,24,3,5,45,10,25
6,2,1,104,12h 30m,1.0,8,13377,27,5,13,0,1,30
4,0,5,5,10h 40m,1.0,5,13502,6,3,14,5,0,45
4,2,1,102,22h 45m,2.0,5,13764,9,3,5,40,4,25
4,3,0,73,16h 45m,1.0,8,12692,6,6,17,0,9,45
3,3,0,64,2h 35m,0.0,8,4804,18,5,17,15,19,50
4,3,0,66,24h 55m,1.0,5,7064,1,4,8,25,9,20
4,2,1,104,5h 30m,1.0,8,14924,24,6,7,5,12,35
3,3,0,64,2h 35m,0.0,8,6565,1,3,15,20,17,55
1,2,1,97,26h 35m,2.0,8,9863,18,5,16,40,19,15
3,2,1,104,5h,1.0,8,7725,6,3,16,0,21,0
4,4,3,48,1h 30m,0.0,5,3210,21,5,19,35,21,5
1,3,0,80,9h 40m,1.0,8,6117,1,5,19,0,4,40
4,2,1,104,12h 25m,1.0,5,10262,24,6,16,0,4,25
